First Author (last),First Author (first),et al.,Modern Location,Modern Latitude,Modern Longitude,Paleo-Latitude,Paleo-Longitude,Numerical Age,Period,Epoch,Age,Formation,Host Litho,Year,DOI,Title,Citation (MLA 9),Note
D'Argenio,B.,"Ferreri, V; Iorio, M; Raspini, A.; Tarling, D.H.","Monte Raggeto, Italy",41.158732,14.253794,,,,Cretaceous,Early,Barremian,Monte Raggeto,Southern Apennines,1999,10.1144/GSL.SP.1999.151.01.15,"Diagenesis and remanence acquisition in the Cretaceous carbonate sediments of Monte Raggeto, southern Italy","D’Argenio, B., et al. “Diagenesis and Remanence Acquisition in the Cretaceous Carbonate Sediments of Monte Raggeto, Southern Italy.” Geological Society, London, Special Publications, vol. 151, no. 1, Jan. 1999, pp. 147–56. DOI.org (Crossref), https://doi.org/10.1144/GSL.SP.1999.151.01.15.",
Dawson,William C.,"Carozzi, Albert V","Iola, Kansas",37.911853,-95.355601,,,,Carboniferous,Late,Kasimovian-Gzhelian,Iola Formation,-,1986,10.1016/0037-0738(86)90085-0,"Anatomy of a phylloid algal buildup, Raytown Limestone, Iola Formation, Pennsylvanian, Southeast Kansas, U.S.A.","Dawson, William C., and Albert V. Carozzi. “Anatomy of a Phylloid Algal Buildup, Raytown Limestone, Iola Formation, Pennsylvanian, Southeast Kansas, U.S.A.” Sedimentary Geology, vol. 47, no. 3, May 1986, pp. 221–61. ScienceDirect, https://doi.org/10.1016/0037-0738(86)90085-0.",
Dickson,J.A.D,"Saller, A.H.","Reinecke Resrvoir, Texas",32.768887,-100.267239,,,299-284.4,Permian,Cisuralian,Wolfcampian,Horseshoe Atoll,Permian Basin,2006,10.2110/jsr.2006.043,"Carbon Isotope Excursions and Crinoid Dissolution at Exposure Surfaces in Carbonates, West Texas, U.S.A.","Dickson, J. A. D., and A. H. Saller. “Carbon Isotope Excursions and Crinoid Dissolution at Exposure Surfaces in Carbonates, West Texas, U.S.A.” Journal of Sedimentary Research, vol. 76, no. 3, Mar. 2006, pp. 404–10. DOI.org (Crossref), https://doi.org/10.2110/jsr.2006.043.",
Dunham,Robert J.,-,"Lea County, New Mexico",32.811004,-103.615709,,,299-284.4,Permian,Cisuralian,Wolfcampian,Townsend Mound,-,1969,10.2110/pec.69.03.0139,"Early Vadose Silt in Townsend Mound (Reef), New Mexico","Dunham, Robert J. “Early Vadose Silt in Townsend Mound (Reef), New Mexico.” Depositional Environments in Carbonate Rocks, vol. 14, SEPM Society for Sedimentary Geology, 1969, p. 0. Silverchair, https://doi.org/10.2110/pec.69.03.0139.",
Elchmuller,Klaus,-,"Las Majadas, Spain",40.283421,-2.003648,,,330.9-323.2,Carboniferous,Middle,-,Valdeteja Fmt,Cantabrian Mountains,1985,10.1007/BF02536901,"Die Valdeteja Formation: Aufbau und Geschichte einer oberkarbonischen Karbonatplattform (Kantabrisches Gebirge, Nordspanien)","Elchmüller, Klaus. “Die Valdeteja Formation: Aufbau Und Geschichte Einer Oberkarbonischen Karbonatplattform (Kantabrisches Gebirge, Nordspanien).” Facies, vol. 13, no. 1, 1985, pp. 45–153. Scopus, Scopus, https://doi.org/10.1007/BF02536901.",
Faure,J.L.,"Megard-Galli, J.","Briançon, France",44.901694,6.644533,,,,Jurassic,Early-Middle,Hettangian-Bathonian,Brianconnais Region,Western Alps,1988,10.2113/gssgfbull.IV.4.681,L'emersion jurassique en Brianconnais: sedimentation continentale et fracturation distensive,"Faure, J. L., and J. Megard-Galli. “L’emersion Jurassique En Brianconnais: Sedimentation Continentale et Fracturation Distensive.” Bulletin-Societe Geologique de France, vol. 4, no. 4, 1988, pp. 681–92. Scopus, Scopus, https://doi.org/10.2113/gssgfbull.IV.4.681.",
Freytet,Pierre,"Broutin, Jean; Durand, Marc","Massif-Central, France",45.478537,4.376265,,,307.5-299,Carboniferous,Late,Stephanian,Saint-Priest-en-Jarez Fmt,Saint-Etienne Basin,2000,10.1016/S0753-3969(01)80001-X,"Distribution and palaeoecology of freshwater algae and stromatolites: III, some new forms from the Carboniferous, Permian and Triassic of France and Spain","Freytet, Pierre, et al. “Distribution and Palaeoecology of Freshwater Algae and Stromatolites: III, Some New Forms from the Carboniferous, Permian and Triassic of France and Spain.” Annales de Paléontologie, vol. 86, no. 4, Oct. 2000, pp. 195–241. DOI.org (Crossref), https://doi.org/10.1016/S0753-3969(01)80001-X.",
Freytet,Pierre,"Broutin, Jean; Durand, Marc","Meillers, France",46.510496,3.103313,,,299-275.6,Permian,Early,Autunian,Quartzites' de Meillers,Bourbon-l'Archambault Basin,2000,10.1016/S0753-3969(01)80001-X,"Distribution and palaeoecology of freshwater algae and stromatolites: III, some new forms from the Carboniferous, Permian and Triassic of France and Spain","Freytet, Pierre, et al. “Distribution and Palaeoecology of Freshwater Algae and Stromatolites: III, Some New Forms from the Carboniferous, Permian and Triassic of France and Spain.” Annales de Paléontologie, vol. 86, no. 4, Oct. 2000, pp. 195–241. DOI.org (Crossref), https://doi.org/10.1016/S0753-3969(01)80001-X.",
Frykman,Peter,-,"Klinteberget, Sweden",57.380812,18.237587,,,,Silurian,Llandovery-Ludlow,-,Klinteberg Beds,-,1985,10.1080/11035898509452618,"Subbaerial exposure and cement stratigraphy of a Silurian bioherm in the Klinteberg Beds, Gotland, Sweden","Frykman, Peter. “Subaerial Exposure and Cement Stratigraphy of a Silurian Bioherm in the Klinteberg Beds, Gotland, Sweden.” Geologiska Föreningen i Stockholm Förhandlingar, vol. 107, no. 1, Mar. 1985, pp. 77–88. DOI.org (Crossref), https://doi.org/10.1080/11035898509452618.",
Fu,Mei-Yan,"Song, Rong-Cai; Jon, Gluyas; Zhang, Shao-Nan; Huang, Qian","Bachu-Makit, China",38.854555,76.307887,,,323.2-298.9,Carboniferous,Late,-,Xiaohaizi Fmt,Tarim Basin,2019,10.1016/j.petrol.2019.03.011,Diagenesis and reservoir quality of carbonates rocks and mixed siliciclastic as response of the Late Carboniferous glacio-eustatic fluctuation: A case study of Xiaohaizi Formation in western Tarim Basin,"Fu, Mei-Yan, et al. “Diagenesis and Reservoir Quality of Carbonates Rocks and Mixed Siliciclastic as Response of the Late Carboniferous Glacio-Eustatic Fluctuation: A Case Study of Xiaohaizi Formation in Western Tarim Basin.” Journal of Petroleum Science and Engineering, vol. 177, June 2019, pp. 1024–41. ScienceDirect, https://doi.org/10.1016/j.petrol.2019.03.011.",
Fu,Mei-Yan,"Song, Rong-Cai; Jon, Gluyas; Zhang, Shao-Nan; Huang, Qian","Bachu-Makit, China",38.640346,76.187038,,,323.2-298.9,Carboniferous,Late,-,Xiaohaizi Fmt,Tarim Basin,2019,10.1016/j.petrol.2019.03.011,Diagenesis and reservoir quality of carbonates rocks and mixed siliciclastic as response of the Late Carboniferous glacio-eustatic fluctuation: A case study of Xiaohaizi Formation in western Tarim Basin,"Fu, Mei-Yan, et al. “Diagenesis and Reservoir Quality of Carbonates Rocks and Mixed Siliciclastic as Response of the Late Carboniferous Glacio-Eustatic Fluctuation: A Case Study of Xiaohaizi Formation in Western Tarim Basin.” Journal of Petroleum Science and Engineering, vol. 177, June 2019, pp. 1024–41. ScienceDirect, https://doi.org/10.1016/j.petrol.2019.03.011.",
Fu,Qilong,"Qing, Hairou; Bergman, Katherine M.","Saskatchewan, Canada",53.203116,-106.05695,,,393.3-392.7,Devonian,Middle,-,Winnipegosis mud mounds,Elk Point Basin,2006,10.2113/54.1.22,"Paleokarst in Middle Devonian Winnipegosis mud mounds, subsurface of south-central Saskatchewan, Canada","Fu, Q., et al. “Paleokarst in Middle Devonian Winnipegosis Mud Mounds, Subsurface of South-Central Saskatchewan, Canada.” Bulletin of Canadian Petroleum Geology, vol. 54, no. 1, Mar. 2006, pp. 22–36. DOI.org (Crossref), https://doi.org/10.2113/54.1.22.",
Gale,Luka,"Peybernes, Camille; Celarc, Bogomir; Hocevar, Manca; Selih, Vid Simon; Martini, Rossana","Lesno Brdo, Slovenia",46.0116,14.326788,,,237-227.3,Triassic,Late,Carnian,-,-,2018,10.1007/s10347-018-0531-6,"Biotic composition and microfacies distribution of Upper Triassic build‐ups: new insights from the Lower Carnian limestone of Lesno Brdo, central Slovenia","Gale, Luka, et al. “Biotic Composition and Microfacies Distribution of Upper Triassic Build-Ups: New Insights from the Lower Carnian Limestone of Lesno Brdo, Central Slovenia.” Facies, vol. 64, no. 3, May 2018, p. 17. Springer Link, https://doi.org/10.1007/s10347-018-0531-6.",
Gąsiewicz,Andrzej,-,"Staszow, Poland",50.505386,21.128208,,,,Neogene,Miocene,-,-,Carpathian Foredeep,2000,10.1016/S0009-2541(99)00146-1,Comparative study of major element geochemistry of gypsum-ghost limestones and selenite lithofacies from the Miocene of northern Carpathian Foredeep: implication to the model of massive replacement of solid sulphates by calcium carbonates,"Gąsiewicz, Andrzej. “Comparative Study of Major Element Geochemistry of Gypsum-Ghost Limestones and Selenite Lithofacies from the Miocene of Northern Carpathian Foredeep: Implication to the Model of Massive Replacement of Solid Sulphates by Calcium Carbonates.” Chemical Geology, vol. 164, no. 3–4, Mar. 2000, pp. 183–218. DOI.org (Crossref), https://doi.org/10.1016/S0009-2541(99)00146-1.",
Gómez-Pérez,Irene,", Pedro A; García-Mondéjar, J.","Bilbao, Spain",43.039228,-3.002794,,,,Cretaceous,Early,Aptian-Albian,-,Albian Gorbea platform,1998,-,"Platform margin palaeokarst development from the Albian of Gorbea (Basque-Cantabrian region, N Iberia)","Gómez-Pérez, Irene, et al. “Platform Margin Palaeokarst Development from the Albian of Gorbea (Basque-Cantabrian Region, N Iberia).” Acta Geologica Hungarica, vol. 41, no. 1, 1998, pp. 3–22.",
Gradziński,Michal,"Duliński, M; Hercman, H; Górny, A; Przybyszowski, S ","Klęczany, Poland",49.673626,20.630779,,,,Paleogene,Oligocene,-,Fore-Magura Group,Polish Carpathians,2012,10.7306/gq.1051,Peculiar calcite speleothems filling fissures in calcareous sandstones  and their palaeohydrological and palaeoclimatic significance:  an example from the Polish Carpathians,"Gradziński, M., et al. “Peculiar Calcite Speleothems Filling Fissures in Calcareous Sandstones and Their Palaeohydrological and Palaeoclimatic Significance: An Example from the Polish Carpathians.” Geological Quarterly, vol. 56, no. 4, 2012, pp. 711–32. Scopus, Scopus, https://doi.org/10.7306/gq.1051.",
Grover Jr,George,"Read, J.F.","SW Virginia, USA",37.389001,-80.29303,,,,Ordovician,Middle,-,New Market Limestone,-,1978,10.1306/212F74AA-2B24-11D7-8648000102C1865D,"Fenestral and associated vadose diagenetic fabrics of tidal flat carbonates, Middle Ordovician New Market Limestone, southwestern Virginia","Grover, G., and J. F. Read. “Fenestral and Associated Vadose Diagenetic Fabrics of Tidal Flat Carbonates, Middle Ordovician New Market Limestone, Southwestern Virginia.” Journal of Sedimentary Research, vol. 48, no. 2, June 1978, pp. 453–73. Silverchair, https://doi.org/10.1306/212F74AA-2B24-11D7-8648000102C1865D.",
Hathaway,B,-,"Viti Levu, Fiji",-17.982828,177.443454,,,,Neogene,Miocene,Early-Middle,-,Viti Levu,1995,10.1016/0037-0738(94)00086-A,"Deposition and diagenesis of Miocene arc-fringing platform and debris-apron carbonates, southwestern Viti Levu, Fiji","Hathway, B. “Deposition and Diagenesis of Miocene Arc-Fringing Platform and Debris-Apron Carbonates, Southwestern Viti Levu, Fiji.” Sedimentary Geology, vol. 94, no. 3–4, Jan. 1995, pp. 187–208. DOI.org (Crossref), https://doi.org/10.1016/0037-0738(94)00086-A.",
He,Gang,"Lu, Tao; Lei, Bian-Jun; Lan, Yi-Fei","Jingbian, China",37.484655,108.711118,,,,Ordovician,Early,-,majiagou formation,Jingbian Gas Field,2011,10.3863/j.issn.1674-5086.2011.03.003,Diagenesis and porosity evolution of the reservoir of Ma51-2 submember of eastern Jingbian gas field,"He, G., et al. “Diagenesis and Porosity Evolution of the Reservoir of Ma51-2 Submember of Eastern Jingbian Gas Field.” Xinan Shiyou Daxue Xuebao/Journal of Southwest Petroleum University, vol. 33, no. 3, 2011, pp. 18–26. Scopus, Scopus, https://doi.org/10.3863/j.issn.1674-5086.2011.03.003.",
Heckel,Philip H.,-,"SE Kansas, USA",37.469415,-95.507084,,,307.5-299,Carboniferous,Late,Stephanian,Stanton Limestone,-,1972,10.1007/BF01896336,"Pennsylvanian stratigraphic reefs in Kansas, some modern comparisons and implications","Heckel, P. H. “Pennsylvanian Stratigraphic Reefs in Kansas, Some Modern Comparisons and Implications.” Geologische Rundschau, vol. 61, no. 2, 1972, pp. 584–98. Scopus, Scopus, https://doi.org/10.1007/BF01896336.",
Jiménez de Cisneros,C,"Molina, J.M.; Nieto, L.M.; Ruiz-Ortiz, P.A.; Vera, J.A.","Marroqui hill, Spain",39.348094,-4.475013,,,,Jurassic,Early,-,Subbetic,Jaen province,1993,10.1016/0037-0738(93)90033-2,"Calcretes from a palaeosinkhole in jurassic palaeokarst (subbetic, southern Spain)","Jiménez de Cisneros, C., et al. “Calcretes from a Palaeosinkhole in Jurassic Palaeokarst (Subbetic, Southern Spain).” Sedimentary Geology, vol. 87, no. 1, Sept. 1993, pp. 13–24. ScienceDirect, https://doi.org/10.1016/0037-0738(93)90033-2.",
Juhász,E,"Korpás, L; Balog, A.","Naszaly Hill, Hungary",47.834374,19.153887,,,,Triassic,Late,-,Dachstein Limestone,Naszaly Hill,1995,10.1111/j.1365-3091.1995.tb00385.x,"Two hundred million years of karst history, Dachstein Limestone, Hungary","Juhász, E., et al. “Two Hundred Million Years of Karst History, Dachstein Limestone, Hungary.” Sedimentology, vol. 42, no. 3, 1995, pp. 473–89. Wiley Online Library, https://doi.org/10.1111/j.1365-3091.1995.tb00385.x.",
Kirmaci,M. Ziya,"Koch, Roman; Bucur, Joan I","Kale, Turkey",40.352978,39.560423,,,,Cretaceous,Early,Aptian,Berdiga Limestone,Kale Area,1996,10.1007/bf02546154,"An early cretaceous section in the Kircaova area (Berdiga limestone, NE-Turkey) and its correlation with platform carbonates in W-Slovenia","Kirmaci, M. Z., et al. “An Early Cretaceous Section in the Kircaova Area (Berdiga Limestone, NE-Turkey) and Its Correlation with Platform Carbonates in W-Slovenia.” Facies, no. 34, 1996, pp. 1–18. Scopus, Scopus, https://doi.org/10.1007/bf02546154.",
Koch,Roman,-,"Kozina, Slovenia",45.603029,13.927325,,,,Cretaceous,Late,-,-,-,1988,-,Diagenetic features of limestones from the Cretaceous/Tertiary boundary of SW Slovenia (Yugoslavia),"Koch, Roman. “Diagenetic Features of Limestones from the Cretaceous/Tertiary Boundary of SW Slovenia (Yugoslavia).” Geologija, vol. 31, no. 1, 1, June 1988, pp. 395–401.",
Koch,Roman,-,"Kozina, Slovenia",45.603029,13.927325,,,66-61.6,Paleogene,Paleocene,Early,Kozina Beds,-,1988,-,Diagenetic features of limestones from the Cretaceous/Tertiary boundary of SW Slovenia (Yugoslavia),"Koch, Roman. “Diagenetic Features of Limestones from the Cretaceous/Tertiary Boundary of SW Slovenia (Yugoslavia).” Geologija, vol. 31, no. 1, 1, June 1988, pp. 395–401.",
Koch,Roman,-,"Materija, Slovenia",45.584699,14.009555,,,,Cretaceous,Late,-,-,-,1988,-,Diagenetic features of limestones from the Cretaceous/Tertiary boundary of SW Slovenia (Yugoslavia),"Koch, Roman. “Diagenetic Features of Limestones from the Cretaceous/Tertiary Boundary of SW Slovenia (Yugoslavia).” Geologija, vol. 31, no. 1, 1, June 1988, pp. 395–401.",
Koch,Roman,-,"Materija, Slovenia",45.584699,14.009555,,,66-61.6,Paleogene,Paleocene,Early,Kozina Beds,-,1988,-,Diagenetic features of limestones from the Cretaceous/Tertiary boundary of SW Slovenia (Yugoslavia),"Koch, Roman. “Diagenetic Features of Limestones from the Cretaceous/Tertiary Boundary of SW Slovenia (Yugoslavia).” Geologija, vol. 31, no. 1, 1, June 1988, pp. 395–401.",
Koch,Roman,-,"Slivje, Slovenia",45.570799,14.032115,,,,Cretaceous,Late,-,-,-,1988,-,Diagenetic features of limestones from the Cretaceous/Tertiary boundary of SW Slovenia (Yugoslavia),"Koch, Roman. “Diagenetic Features of Limestones from the Cretaceous/Tertiary Boundary of SW Slovenia (Yugoslavia).” Geologija, vol. 31, no. 1, 1, June 1988, pp. 395–401.",
Koch,Roman,-,"Slivje, Slovenia",45.570799,14.032115,,,66-61.6,Paleogene,Paleocene,Early,Kozina Beds,-,1988,-,Diagenetic features of limestones from the Cretaceous/Tertiary boundary of SW Slovenia (Yugoslavia),"Koch, Roman. “Diagenetic Features of Limestones from the Cretaceous/Tertiary Boundary of SW Slovenia (Yugoslavia).” Geologija, vol. 31, no. 1, 1, June 1988, pp. 395–401.",
Kuss,Jochen,-,"Salzburg, Austria",47.742648,13.02913,,,,Triassic,Late,-,Kössen Beds,-,1983,10.1007/BF02536659,"Faziesentwicklung in proximalen Intraplattform-Becken: Sedimentation, Palökologie und Geochemie der Kössener Schichten (Ober-Trias, Nördliche Kalkalpen)","Kuss, J. “Faziesentwicklung in Proximalen Intraplattform-Becken: Sedimentation, Palökologie Und Geochemie Der Kössener Schichten (Ober-Trias, Nördliche Kalkalpen).” Facies, vol. 9, no. 1, 1983, pp. 61–171. Scopus, Scopus, https://doi.org/10.1007/BF02536659.",
Li,Minglong,"Tan, Xiucheng; Luo, Bing; Zhang, Ya; Su, Chengpeng; Xiao, Di; Zhong, Yuan","Guangyuon, China",32.083169,106.083632,,,290.1-264.28,Permian,Middle,-,Qixia Formation,Sichuan Basin,2020,10.3969/j.issn.1672-7703.2020.03.007,四川盆地西北部中二叠统栖霞组相控早期高频暴露岩溶特征及启示,"Li, M., et al. “四川盆地西北部中二叠统栖霞组相控早期高频暴露岩溶特征及启示.” China Petroleum Exploration, vol. 25, no. 3, 2020, pp. 66–82. Scopus, Scopus, https://doi.org/10.3969/j.issn.1672-7703.2020.03.007.",
Lu,Feifan,"Tan, Xiucheng; Zhong, Yuan; Luo, Bing; Zhang, Benjian; Zhang, Ya; Li, Minglong; Xiao, Di; Wang, Xiaofang; Zeng, Wei",Hejialiang,32.742496,105.548729,,,298.9-290.1,Permian,Early,-,Qixia Formation,Sichuan Basin,2020,10.1016/S1876-3804(20)60131-3,"Origin of the penecontemporaneous sucrosic dolomite in the Permian Qixia Formation, northwestern Sichuan Basin, SW China","Lu, Feifan, et al. “Origin of the Penecontemporaneous Sucrosic Dolomite in the Permian Qixia Formation, Northwestern Sichuan Basin, SW China.” Petroleum Exploration and Development, vol. 47, no. 6, Dec. 2020, pp. 1218–34. ScienceDirect, https://doi.org/10.1016/S1876-3804(20)60131-3.",
Lu,Feifan,"Tan, Xiucheng; Zhong, Yuan; Luo, Bing; Zhang, Benjian; Zhang, Ya; Li, Minglong; Xiao, Di; Wang, Xiaofang; Zeng, Wei","Jiangyou, China",32.047474,105.10775,,,298.9-290.1,Permian,Early,-,Qixia Formation,Sichuan Basin,2020,10.1016/S1876-3804(20)60131-3,"Origin of the penecontemporaneous sucrosic dolomite in the Permian Qixia Formation, northwestern Sichuan Basin, SW China","Lu, Feifan, et al. “Origin of the Penecontemporaneous Sucrosic Dolomite in the Permian Qixia Formation, Northwestern Sichuan Basin, SW China.” Petroleum Exploration and Development, vol. 47, no. 6, Dec. 2020, pp. 1218–34. ScienceDirect, https://doi.org/10.1016/S1876-3804(20)60131-3.",
MacNeil,Alex J.,"Jones, Brian","NW territories, Canada",60.369183,-116.375827,,,,Devonian,Late,-,Alexandra Formation,-,2006,10.2110/jsr.2006.028,Palustrine Deposits on a Late Devonian Coastal Plain--Sedimentary Attributes and Implications for Concepts of Carbonate Sequence Stratigraphy,"MacNeil, A. J., and B. Jones. “Palustrine Deposits on a Late Devonian Coastal Plain--Sedimentary Attributes and Implications for Concepts of Carbonate Sequence Stratigraphy.” Journal of Sedimentary Research, vol. 76, no. 2, Feb. 2006, pp. 292–309. DOI.org (Crossref), https://doi.org/10.2110/jsr.2006.028.",
Martin-Chivelet,Javier,"Gimenez, Rocio","Albacete, Spain",38.562589,-1.497917,,,,Cretaceous,Late,Coniacian-Campanian,Sierra de Utiel Fmt,Campanian Megasequence,1992,10.1016/0037-0738(92)90060-5,"Palaeosols in microtidal carbonate sequences, Sierra de Utiel Formation, Upper Cretaceous, SE Spain","Martín-Chivelet, Javier, and Rocío Giménez. “Palaeosols in Microtidal Carbonate Sequences, Sierra de Utiel Formation, Upper Cretaceous, SE Spain.” Sedimentary Geology, vol. 81, no. 1–2, Nov. 1992, pp. 125–45. DOI.org (Crossref), https://doi.org/10.1016/0037-0738(92)90060-5.",
Masse,J.P.,"Fenerci, M; Pernarcic, E","Marseille, France",43.281548,5.34867,,,,Cretaceous,Early,Barremian,Urgonian,Marseille Regions,2003,10.1016/S0031-0182(03)00445-0,"Palaeobathymetric reconstruction of peritidal carbonates Late Barremian, Urgonian, sequences of Provence (SE France)","Masse, J., et al. “Palaeobathymetric Reconstruction of Peritidal carbonatesLate Barremian, Urgonian, Sequences of Provence (SE France).” Palaeogeography, Palaeoclimatology, Palaeoecology, vol. 200, no. 1–4, Nov. 2003, pp. 65–81. DOI.org (Crossref), https://doi.org/10.1016/S0031-0182(03)00445-0.",
Matyszkiewicz,J,"Felisiak, I","Mydlniki, Poland",50.083333,19.85,,,,Jurassic,Late,Oxfordian,-,-,1992,10.1007/BF02536811,"Microfacies and diagenesis of an upper oxfordian carbonate buildup in Mydlniki (Cracow Area, Southern Poland)","Matyszkiewicz, Jacek, and Ireneusz Felisiak. “Microfacies and Diagenesis of an Upper Oxfordian Carbonate Buildup in Mydlniki (Cracow Area, Southern Poland).” Facies, vol. 27, no. 1, Dec. 1992, pp. 179–89. Springer Link, https://doi.org/10.1007/BF02536811.",
Mayall,M.J.,"Cox, M","Sulawesi, Indonesia",-4.502333,120.0077,,,,Neogene,Miocene,Late,Tacipi Formation,Senkang Basin,1988,10.1016/0037-0738(88)90100-5,"Deposition and diagenesis of Miocene limestones, Senkang Basin, Sulawesi, Indonesia","Mayall, M. J., and M. Cox. “Deposition and Diagenesis of Miocene Limestones, Senkang Basin, Sulawesi, Indonesia.” Sedimentary Geology, vol. 59, no. 1–2, Sept. 1988, pp. 77–92. DOI.org (Crossref), https://doi.org/10.1016/0037-0738(88)90100-5.",
Morris,B,"Mazzullo, Salvatore J.","Cherokee Nation, USA",36.524984,-94.667115,,,,Carboniferous,Early,Tournaisian,Compton Fmt,-,2011,-,"Sedimentology and Diagenesis of Mississippian (Kinderhookian and Osagean: Tournaisian and Visean) Reefs in Southwest Missouri, Northwest Arkansas, and Northeast Oklahoma","Morris, Beau T., and Salvatore J. Mazzullo. “Sedimentology and Diagenesis of Mississippian (Kinderhookian and Osagean: Tournaisian and Visean) Reefs in Southwest Missouri, Northwest Arkansas, and Northeast Oklahoma.” 7th Annual GRASP Symposium, vol. 7, 2011.",
Moussavian,Esmail,-,"Worschachberg, Austria",47.560048,14.174196,,,56-47.8,Paleogene,Eocene,Early,-,Northern Alps,1984,10.1007/BF02536688,"Die Gosau- und Alttertiär-Gerölle der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen)","Moussavian, Esmail. “Die Gosau- Und Alttertiär-Gerölle Der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen).” Facies, vol. 10, no. 1, 1984, pp. 1–85, https://doi.org/10.1007/BF02536688.",
Moussavian,Esmail,-,"Kossen, Austria",47.640862,12.349201,,,59.2-56,Paleogene,Paleocene,Thanecian,Angerberg Beds,Northern Alps,1984,10.1007/BF02536688,"Die Gosau- und Alttertiär-Gerölle der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen)","Moussavian, Esmail. “Die Gosau- Und Alttertiär-Gerölle Der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen).” Facies, vol. 10, no. 1, 1984, pp. 1–85, https://doi.org/10.1007/BF02536688.",
Moussavian,Esmail,-,"Rattenberg, Austria",47.471295,11.903907,,,59.2-56,Paleogene,Paleocene,Thanecian,Angerberg Beds,Northern Alps,1984,10.1007/BF02536688,"Die Gosau- und Alttertiär-Gerölle der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen)","Moussavian, Esmail. “Die Gosau- Und Alttertiär-Gerölle Der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen).” Facies, vol. 10, no. 1, 1984, pp. 1–85, https://doi.org/10.1007/BF02536688.",
Moussavian,Esmail,-,"Kossen, Austria",47.640638,12.355522,,,59.2-56,Paleogene,Paleocene,Thanecian,Angerberg Beds,Northern Alps,1984,10.1007/BF02536688,"Die Gosau- und Alttertiär-Gerölle der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen)","Moussavian, Esmail. “Die Gosau- Und Alttertiär-Gerölle Der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen).” Facies, vol. 10, no. 1, 1984, pp. 1–85, https://doi.org/10.1007/BF02536688.",
Moussavian,Esmail,-,"Rattenberg, Austria",47.471295,11.903907,,,59.2-56,Paleogene,Paleocene,Thanecian,Angerberg Beds,Northern Alps,1984,10.1007/BF02536688,"Die Gosau- und Alttertiär-Gerölle der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen)","Moussavian, Esmail. “Die Gosau- Und Alttertiär-Gerölle Der Angerberg-Schichten (Höheres Oligozän, Unterinntal, Nördliche Kalkalpen).” Facies, vol. 10, no. 1, 1984, pp. 1–85, https://doi.org/10.1007/BF02536688.",
Nakazawa,Tsutomu,"Ueno, Katsumi","Yamaguchi, Japan",34.269611,131.312583,,,,Permian,Guadalupian,-,Akiyoshi Limestone,Akiyoshi accretionary complex,2004,10.1007/s10347-004-0012-y,"Sequence boundary and related sedimentary and diagenetic facies formed on Middle Permian mid-oceanic carbonate platform: Core observation of Akiyoshi Limestone, Southwest Japan","Nakazawa, T., and K. Ueno. “Sequence Boundary and Related Sedimentary and Diagenetic Facies Formed on Middle Permian Mid-Oceanic Carbonate Platform: Core Observation of Akiyoshi Limestone, Southwest Japan.” Facies, vol. 50, no. 2, 2004, pp. 301–11. Scopus, Scopus, https://doi.org/10.1007/s10347-004-0012-y.",
Nakazawa,Tsutomu,"Ueno, Katsumi; Kawahata, Hodaka; Fujikawa, Masayuki; Kashiwagi, Kenji ","Yamaguchi, Japan",34.268778,131.314028,,,,Permian,Guadalupian,-,Akiyoshi Limestone,Akiyoshi accretionary complex,2009,10.1016/j.sedgeo.2008.12.003,"Facies stacking patterns in high-frequency sequences influenced by long-term sea-level change on a Permian Panthalassan oceanic atoll: An example from the Akiyoshi Limestone, SW Japan","Nakazawa, Tsutomu, et al. “Facies Stacking Patterns in High-Frequency Sequences Influenced by Long-Term Sea-Level Change on a Permian Panthalassan Oceanic Atoll: An Example from the Akiyoshi Limestone, SW Japan.” Sedimentary Geology, vol. 214, no. 1–4, Feb. 2009, pp. 35–48. DOI.org (Crossref), https://doi.org/10.1016/j.sedgeo.2008.12.003.",
Nakazawa,Tsutomu,"Ueno, Katsumi; Kawahata, Hodaka; Fujikawa, Masayuki","Managatake, Japan",34.26414,131.321946,,,,Carboniferous,Late,Gzhelian,Akiyoshi limestones,Akiyoshi accretionary complex,2011,10.1016/j.palaeo.2011.07.028,"Gzhelian–Asselian <i>Palaeoaplysina</i>–microencruster reef community in the Taishaku and Akiyoshi limestones, SW Japan","Nakazawa, Tsutomu, et al. “Gzhelian–Asselian Palaeoaplysina–Microencruster Reef Community in the Taishaku and Akiyoshi Limestones, SW Japan: Implications for Late Paleozoic Reef Evolution on Mid-Panthalassan Atolls.” Palaeogeography, Palaeoclimatology, Palaeoecology, vol. 310, no. 3, Oct. 2011, pp. 378–92. ScienceDirect, https://doi.org/10.1016/j.palaeo.2011.07.028.",
